ko	name	level1	level2	level3	_feature_id
K12217	icmO, trbC, dotL; intracellular multiplication protein IcmO	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02044 Secretion system [BR:ko02044]	K12217
K12218	icmP, trbA; intracellular multiplication protein IcmP	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02044 Secretion system [BR:ko02044]	K12218
K12240	pchF; pyochelin synthetase	09100 Metabolism	09109 Metabolism of terpenoids and polyketides	01053 Biosynthesis of siderophore group nonribosomal peptides [PATH:ko01053]	K12240
K12251	aguB; N-carbamoylputrescine amidase [EC:3.5.1.53]	09100 Metabolism	09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K12251
K12257	secDF; SecD/SecF fusion protein	09120 Genetic Information Processing	09123 Folding, sorting and degradation	03060 Protein export [PATH:ko03060]	K12257
K12262	cybB; cytochrome b561	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99982 Energy metabolism	K12262
K12264	norV; anaerobic nitric oxide reductase flavorubredoxin	09160 Human Diseases	09171 Infectious diseases: Bacterial	05132 Salmonella infection [PATH:ko05132]	K12264
K12265	norW; nitric oxide reductase FlRd-NAD(+) reductase [EC:1.18.1.-]	09160 Human Diseases	09171 Infectious diseases: Bacterial	05132 Salmonella infection [PATH:ko05132]	K12265
K12266	norR; anaerobic nitric oxide reductase transcription regulator	09160 Human Diseases	09171 Infectious diseases: Bacterial	05132 Salmonella infection [PATH:ko05132]	K12266
K12267	msrAB; peptide methionine sulfoxide reductase msrA/msrB [EC:1.8.4.11 1.8.4.12]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K12267
K12268	asp1; accessory secretory protein Asp1	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02044 Secretion system [BR:ko02044]	K12268
K12288	hofM; pilus assembly protein HofM	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02044 Secretion system [BR:ko02044]	K12288
K12289	hofN; pilus assembly protein HofN	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02044 Secretion system [BR:ko02044]	K12289
K12290	hofO; pilus assembly protein HofO	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02044 Secretion system [BR:ko02044]	K12290
K12291	hofP; pilus assembly protein HofP	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02044 Secretion system [BR:ko02044]	K12291
K12296	comX1_2; competence protein ComX	09130 Environmental Information Processing	09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K12296
K12297	rlmL, rlmK; 23S rRNA (guanine2445-N2)-methyltransferase / 23S rRNA (guanine2069-N7)-methyltransferase [EC:2.1.1.173 2.1.1.264]	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03009 Ribosome biogenesis [BR:ko03009]	K12297
K12299	garP; MFS transporter, ACS family, probable galactarate transporter	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K12299
K12308	bgaB, lacA; beta-galactosidase [EC:3.2.1.23]	09100 Metabolism	09101 Carbohydrate metabolism	00052 Galactose metabolism [PATH:ko00052]	K12308
K12339	cysM; S-sulfo-L-cysteine synthase (O-acetyl-L-serine-dependent) [EC:2.5.1.144]	09100 Metabolism	09105 Amino acid metabolism	00270 Cysteine and methionine metabolism [PATH:ko00270]	K12339
K12340	tolC; outer membrane protein	09130 Environmental Information Processing	09131 Membrane transport	03070 Bacterial secretion system [PATH:ko03070]	K12340
K12343	SRD5A1; 3-oxo-5-alpha-steroid 4-dehydrogenase 1 [EC:1.3.1.22]	09100 Metabolism	09103 Lipid metabolism	00140 Steroid hormone biosynthesis [PATH:ko00140]	K12343
K12368	dppA; dipeptide transport system substrate-binding protein	09130 Environmental Information Processing	09131 Membrane transport	02010 ABC transporters [PATH:ko02010]	K12368
K12369	dppB; dipeptide transport system permease protein	09130 Environmental Information Processing	09131 Membrane transport	02010 ABC transporters [PATH:ko02010]	K12369
K12370	dppC; dipeptide transport system permease protein	09130 Environmental Information Processing	09131 Membrane transport	02010 ABC transporters [PATH:ko02010]	K12370
K12371	dppD; dipeptide transport system ATP-binding protein	09130 Environmental Information Processing	09131 Membrane transport	02010 ABC transporters [PATH:ko02010]	K12371
K12372	dppF; dipeptide transport system ATP-binding protein	09130 Environmental Information Processing	09131 Membrane transport	02010 ABC transporters [PATH:ko02010]	K12372
K12373	HEXA_B; hexosaminidase [EC:3.2.1.52]	09100 Metabolism	09101 Carbohydrate metabolism	00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	K12373
K12410	npdA; NAD-dependent deacetylase [EC:3.5.1.-]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K12410
K12452	ascC, ddhC, rfbH; CDP-4-dehydro-6-deoxyglucose reductase, E1 [EC:1.17.1.1]	09100 Metabolism	09101 Carbohydrate metabolism	00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	K12452
K12500	tesC; thioesterase III [EC:3.1.2.-]	09180 Brite Hierarchies	09181 Protein families: metabolism	01004 Lipid biosynthesis proteins [BR:ko01004]	K12500
K12506	ispDF; 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase / 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [EC:2.7.7.60 4.6.1.12]	09100 Metabolism	09109 Metabolism of terpenoids and polyketides	00900 Terpenoid backbone biosynthesis [PATH:ko00900]	K12506
K12507	fadK; acyl-CoA synthetase [EC:6.2.1.-]	09180 Brite Hierarchies	09181 Protein families: metabolism	01004 Lipid biosynthesis proteins [BR:ko01004]	K12507
K12510	tadB; tight adherence protein B	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02044 Secretion system [BR:ko02044]	K12510
K12511	tadC; tight adherence protein C	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02044 Secretion system [BR:ko02044]	K12511
K12524	thrA; bifunctional aspartokinase / homoserine dehydrogenase 1 [EC:2.7.2.4 1.1.1.3]	09100 Metabolism	09105 Amino acid metabolism	00260 Glycine, serine and threonine metabolism [PATH:ko00260]	K12524
K12525	metL; bifunctional aspartokinase / homoserine dehydrogenase 2 [EC:2.7.2.4 1.1.1.3]	09100 Metabolism	09105 Amino acid metabolism	00260 Glycine, serine and threonine metabolism [PATH:ko00260]	K12525
K12527	ygfK; putative selenate reductase [EC:1.97.1.9]	09100 Metabolism	09106 Metabolism of other amino acids	00450 Selenocompound metabolism [PATH:ko00450]	K12527
K12528	xdhD; putative selenate reductase molybdopterin-binding subunit	09100 Metabolism	09106 Metabolism of other amino acids	00450 Selenocompound metabolism [PATH:ko00450]	K12528
K12529	ygfM; putative selenate reductase FAD-binding subunit	09100 Metabolism	09106 Metabolism of other amino acids	00450 Selenocompound metabolism [PATH:ko00450]	K12529
K12541	lapB; ATP-binding cassette, subfamily C, bacterial LapB	09130 Environmental Information Processing	09131 Membrane transport	02010 ABC transporters [PATH:ko02010]	K12541
K12543	lapE; outer membrane protein, adhesin transport system	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K12543
K12554	murN; alanine adding enzyme [EC:2.3.2.-]	09100 Metabolism	09107 Glycan biosynthesis and metabolism	00550 Peptidoglycan biosynthesis [PATH:ko00550]	K12554
K12573	rnr, vacB; ribonuclease R [EC:3.1.-.-]	09120 Genetic Information Processing	09123 Folding, sorting and degradation	03018 RNA degradation [PATH:ko03018]	K12573
K12574	rnj; ribonuclease J [EC:3.1.-.-]	09120 Genetic Information Processing	09123 Folding, sorting and degradation	03018 RNA degradation [PATH:ko03018]	K12574
K12582	wecF, rffT; dTDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase [EC:2.4.1.325]	09180 Brite Hierarchies	09181 Protein families: metabolism	01003 Glycosyltransferases [BR:ko01003]	K12582
K12660	rhmA; 2-dehydro-3-deoxy-L-rhamnonate aldolase [EC:4.1.2.53]	09100 Metabolism	09101 Carbohydrate metabolism	00051 Fructose and mannose metabolism [PATH:ko00051]	K12660
K12661	LRA3, yfaW; L-rhamnonate dehydratase [EC:4.2.1.90]	09100 Metabolism	09101 Carbohydrate metabolism	00051 Fructose and mannose metabolism [PATH:ko00051]	K12661
K12678	aidA-I, misL; autotransporter family porin	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K12678
K12684	esp, sigA, sepA; serine protease autotransporter [EC:3.4.21.-]	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K12684
K12700	rihC; non-specific riboncleoside hydrolase [EC:3.2.-.-]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K12700
K12940	abgA; aminobenzoyl-glutamate utilization protein A	09180 Brite Hierarchies	09181 Protein families: metabolism	01002 Peptidases [BR:ko01002]	K12940
K12941	abgB; aminobenzoyl-glutamate utilization protein B	09180 Brite Hierarchies	09181 Protein families: metabolism	01002 Peptidases [BR:ko01002]	K12941
K12942	abgT; aminobenzoyl-glutamate transport protein	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99987 Cofactor metabolism	K12942
K12943	ygeR; lipoprotein YgeR	09190 Not Included in Pathway or Brite	09193 Unclassified: signaling and cellular processes	99992 Structural proteins	K12943
K12944	nudI; nucleoside triphosphatase [EC:3.6.1.-]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K12944
K12945	nudK; GDP-mannose pyrophosphatase NudK [EC:3.6.1.-]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K12945
K12952	ctpE; cation-transporting P-type ATPase E [EC:3.6.3.-]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K12952
K12957	yjgB; uncharacterized zinc-type alcohol dehydrogenase-like protein [EC:1.-.-.-]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K12957
K12960	mtaD; 5-methylthioadenosine/S-adenosylhomocysteine deaminase [EC:3.5.4.31 3.5.4.28]	09100 Metabolism	09105 Amino acid metabolism	00270 Cysteine and methionine metabolism [PATH:ko00270]	K12960
K12961	diaA; DnaA initiator-associating protein	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03036 Chromosome and associated proteins [BR:ko03036]	K12961
K12962	arnE; undecaprenyl phosphate-alpha-L-ara4N flippase subunit ArnE	09160 Human Diseases	09175 Drug resistance: Antimicrobial	01503 Cationic antimicrobial peptide (CAMP) resistance [PATH:ko01503]	K12962
K12963	arnF; undecaprenyl phosphate-alpha-L-ara4N flippase subunit ArnF	09160 Human Diseases	09175 Drug resistance: Antimicrobial	01503 Cationic antimicrobial peptide (CAMP) resistance [PATH:ko01503]	K12963
K12972	ghrA; glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]	09100 Metabolism	09101 Carbohydrate metabolism	00620 Pyruvate metabolism [PATH:ko00620]	K12972
K12973	pagP, crcA; lipid IVA palmitoyltransferase [EC:2.3.1.251]	09160 Human Diseases	09171 Infectious diseases: Bacterial	05133 Pertussis [PATH:ko05133]	K12973
K12974	lpxP; KDO2-lipid IV(A) palmitoleoyltransferase [EC:2.3.1.242]	09180 Brite Hierarchies	09181 Protein families: metabolism	01005 Lipopolysaccharide biosynthesis proteins [BR:ko01005]	K12974
K12975	eptB; KDO II ethanolaminephosphotransferase [EC:2.7.8.42]	09100 Metabolism	09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis [PATH:ko00540]	K12975
K12978	lpxF; lipid A 4'-phosphatase [EC:3.1.3.-]	09180 Brite Hierarchies	09181 Protein families: metabolism	01005 Lipopolysaccharide biosynthesis proteins [BR:ko01005]	K12978
K12992	rfbN; rhamnosyltransferase [EC:2.4.1.-]	09140 Cellular Processes	09145 Cellular community - prokaryotes	02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]	K12992
K12995	wbdC, wbpZ; N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol 3-alpha-mannosyltransferase / rhamnosyltransferase [EC:2.4.1.348 2.4.1.-]	09180 Brite Hierarchies	09181 Protein families: metabolism	01003 Glycosyltransferases [BR:ko01003]	K12995
K12996	rgpA; rhamnosyltransferase [EC:2.4.1.-]	09180 Brite Hierarchies	09181 Protein families: metabolism	01003 Glycosyltransferases [BR:ko01003]	K12996
K13012	wbqP; O-antigen biosynthesis protein WbqP	09180 Brite Hierarchies	09181 Protein families: metabolism	01005 Lipopolysaccharide biosynthesis proteins [BR:ko01005]	K13012
K13014	arnD; undecaprenyl phosphate-alpha-L-ara4FN deformylase [EC:3.5.1.-]	09100 Metabolism	09101 Carbohydrate metabolism	00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	K13014
K13016	wbpB; UDP-N-acetyl-2-amino-2-deoxyglucuronate dehydrogenase [EC:1.1.1.335]	09100 Metabolism	09101 Carbohydrate metabolism	00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	K13016
K13019	wbpI, wlbD; UDP-GlcNAc3NAcA epimerase [EC:5.1.3.23]	09100 Metabolism	09101 Carbohydrate metabolism	00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	K13019
K13038	coaBC, dfp; phosphopantothenoylcysteine decarboxylase / phosphopantothenate---cysteine ligase [EC:4.1.1.36 6.3.2.5]	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00770 Pantothenate and CoA biosynthesis [PATH:ko00770]	K13038
K13043	argF; N-succinyl-L-ornithine transcarbamylase [EC:2.1.3.11]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K13043
K13049	PM20D1; carboxypeptidase PM20D1 [EC:3.4.17.-]	09180 Brite Hierarchies	09181 Protein families: metabolism	01002 Peptidases [BR:ko01002]	K13049
K13051	iaaA, ASRGL1; beta-aspartyl-peptidase (threonine type) [EC:3.4.19.5]	09180 Brite Hierarchies	09181 Protein families: metabolism	01002 Peptidases [BR:ko01002]	K13051
K13052	divIC, divA; cell division protein DivIC	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03036 Chromosome and associated proteins [BR:ko03036]	K13052
K13053	sulA; cell division inhibitor SulA	09180 Brite Hierarchies	09182 Protein families: genetic information processing	03036 Chromosome and associated proteins [BR:ko03036]	K13053
K13059	nahK, lnpB; N-acetylhexosamine 1-kinase [EC:2.7.1.162]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K13059
K13069	E2.7.7.65; diguanylate cyclase [EC:2.7.7.65]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K13069
K13243	dos; c-di-GMP-specific phosphodiesterase [EC:3.1.4.52]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K13243
K13244	yahA; c-di-GMP-specific phosphodiesterase [EC:3.1.4.52]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K13244
K13252	ptcA; putrescine carbamoyltransferase [EC:2.1.3.6]	09190 Not Included in Pathway or Brite	09191 Unclassified: metabolism	99980 Enzymes with EC numbers	K13252
